id,Status_C,Status_CL,Status_D
15000,0.9081505350228082,0.0007073412698412698,0.09114212370735057
15001,0.9222920208340852,0.001438946007629562,0.07626903315828527
15002,0.8372140394760911,0.05067030514312568,0.11211565538078337
15003,0.30645039682539676,0.06606448412698414,0.627485119047619
15004,0.928375310481868,0.008966436910084452,0.06265825260804768
15005,0.19346078431372551,0.05261363636363637,0.7539255793226382
15006,0.8793115107279076,0.009580617418075072,0.11110787185401691
15007,0.9148922468761116,0.017281502742177914,0.06782625038171056
15008,0.5203092924587487,0.025858695652173917,0.4538320118890773
15009,0.9434226861320607,0.0025884955752212392,0.05398881829271817
15010,0.5089624948633835,0.05672858988556663,0.4343089152510498
15011,0.882892157299723,0.017287053336804924,0.09982078936347229
15012,0.8811284370282929,0.009540534409568271,0.1093310285621387
15013,0.25485220806597886,0.03713888888888889,0.7080089030451322
15014,0.10938977421769325,0.0095,0.8811102257823067
15015,0.9444777196507798,0.013849663573261449,0.04167261677595903
15016,0.9455337700617545,0.0003793717014645612,0.054086858236780985
15017,0.9066365133794487,0.033334556280883686,0.06002893033966788
15018,0.8975357156760593,0.01620787903173758,0.08625640529220306
15019,0.09711647661025376,0.02708333333333333,0.8758001900564131
15020,0.7502169754824163,0.002975551090001218,0.24680747342758294
15021,0.006750000000000001,0.003,0.9902500000000001
15022,0.7939835532996021,0.011976190476190475,0.1940402562242075
15023,0.6225458260438621,0.08749184674533834,0.2899623272107994
15024,0.8347972097243516,0.019597935727655714,0.14560485454799266
15025,0.7994464285714287,0.009267857142857144,0.1912857142857143
15026,0.08002386620267223,0.014499999999999999,0.9054761337973275
15027,0.9233522150525986,0.004414509078061917,0.07223327586933938
15028,0.3913856976356977,0.017333333333333333,0.5912809690309693
15029,0.8290209805006973,0.027833635714733497,0.14314538378456926
15030,0.732347840441342,0.1248209795514762,0.14283118000718176
15031,0.8130080390920557,0.02036612021857924,0.1666258406893653
15032,0.8005460230006716,0.02597141682064248,0.1734825601786861
15033,0.19729563492063487,0.04919642857142858,0.7535079365079365
15034,0.2578602322000346,0.04511507936507937,0.6970246884348861
15035,0.10166391941391939,0.048416666666666656,0.8499194139194137
15036,0.5921279950702312,0.09249890354297956,0.3153731013867892
15037,0.8523910209777138,0.04161928237867363,0.10598969664361282
15038,0.7402072355430416,0.006933223736896267,0.2528595407200618
15039,0.6893154185994286,0.02095152735642552,0.289733054044146
15040,0.833481199650262,0.053334846122367684,0.11318395422737033
15041,0.3263727106227106,0.015069444444444444,0.6585578449328451
15042,0.8726600041330443,0.007106625258799171,0.12023337060815655
15043,0.22225,0.079125,0.6986249999999998
15044,0.6032896185355863,0.16997568426197454,0.22673469720243908
15045,0.9450875312514606,0.011436036688617417,0.043476432059921744
15046,0.04081284074937524,0.009541666666666665,0.949645492583958
15047,0.028830609665190604,0.01033408620365142,0.9608353041311579
15048,0.43942631673881677,0.05410137085137086,0.5064723124098125
15049,0.8352315041131252,0.02415527556791979,0.1406132203189549
15050,0.558519483010007,0.024264736646769897,0.41721578034322326
15051,0.8766337952416201,0.03132221553790029,0.0920439892204799
15052,0.7119464285714284,0.004166666666666667,0.2838869047619047
15053,0.8869204109157646,0.023166733021144914,0.08991285606309081
15054,0.8952097831051179,0.008089658000028265,0.09670055889485388
15055,0.6792642648986189,0.0181242870628178,0.302611448038563
15056,0.9084173488602643,0.02281304089037353,0.06876961024936207
15057,0.6928596920907504,0.024408730158730158,0.28273157775051944
15058,0.699674539170507,0.055560099846390154,0.24476536098310286
15059,0.7677987580628738,0.039220220264171914,0.19298102167295425
15060,0.14683333333333332,0.04416666666666666,0.809
15061,0.5134972775932077,0.014490079365079367,0.47201264304171286
15062,0.9060523653013002,0.021818292372811042,0.07212934232588909
15063,0.9340722040391601,0.0010580272668777712,0.06486976869396216
15064,0.45966213302380454,0.007129259702286018,0.5332086072739094
15065,0.9199624589127048,0.008434145045845793,0.07160339604144948
15066,0.8697160518052782,0.01489808483305952,0.11538586336166212
15067,0.042145562770562764,0.011710678210678211,0.946143759018759
15068,0.9167786893861376,0.0014273482721303913,0.08179396234173206
15069,0.8979420611503369,0.0284545765741511,0.07360336227551159
15070,0.886079204446416,0.024317402125128677,0.08960339342845523
15071,0.8694683759580633,0.01783374037548486,0.11269788366645211
15072,0.832789807764785,0.040182892091950834,0.1270273001432647
15073,0.824917567712547,0.06912576908177001,0.10595666320568296
15074,0.9253856485486626,0.006509753311440885,0.06810459813989633
15075,0.2670800351498087,0.036732589943958276,0.6961873749062331
15076,0.008,0.0025,0.9895
15077,0.935370516141396,0.024925190992406764,0.03970429286619723
15078,0.8916409944682083,0.02733639052351661,0.0810226150082752
15079,0.607257289710638,0.07755108384875505,0.315191626440607
15080,0.9054385380014897,0.007023460884004729,0.08753800111450558
15081,0.9039314667711196,0.02673235394606602,0.06933617928281426
15082,0.7355341057599719,0.025950575872448405,0.23851531836757967
15083,0.9168361562070884,0.030139933254483827,0.053023910538427976
15084,0.8776793199467602,0.039796563119280946,0.08252411693395874
15085,0.9543971667832281,0.003256177118387348,0.04234665609838445
15086,0.5418935961881951,0.004424465240641711,0.4536819385711633
15087,0.8946120593134126,0.009804872772694005,0.09558306791389322
15088,0.7988393447425693,0.0033391057322352015,0.1978215495251955
15089,0.916444102892706,0.0096828884639576,0.07387300864333655
15090,0.8162626597275738,0.020747566226076847,0.16298977404634954
15091,0.8686381103736974,0.020136994562241304,0.11122489506406129
15092,0.9638963620621699,0.004302318130261305,0.03180131980756883
15093,0.9405037762454889,0.01266853463496084,0.0468276891195504
15094,0.8758775166325,0.027187240025377077,0.09693524334212279
15095,0.847409403658167,0.035120390297692164,0.11747020604414096
15096,0.9128723820504816,0.018974702124910287,0.06815291582460825
15097,0.14928896103896105,0.11234126984126983,0.7383697691197689
15098,0.05218601250529879,0.013738095238095237,0.9340758922566059
15099,0.27150160256410255,0.18406715506715507,0.5444312423687426
15100,0.9408737612299299,0.001726073197439576,0.05740016557263042
15101,0.7254460951883366,0.00125,0.27330390481166345
15102,0.9259734283070843,0.009171211928125398,0.06485535976479018
15103,0.7973977238694222,0.007797619047619048,0.194804657082959
15104,0.5594692419500696,0.02700342016689032,0.4135273378830399
15105,0.8847186441563575,0.05567489267689758,0.059606463166745206
15106,0.6489572251829122,0.010922779770660852,0.3401199950464269
15107,0.9388749768942648,0.00039617764836840096,0.060728845457366905
15108,0.38871272396398804,0.0086036612385067,0.6026836147975052
15109,0.9140181634965377,0.02025762865591816,0.0657242078475441
15110,0.7933122115716722,0.018936224489795917,0.18775156393853173
15111,0.9647851678414701,0.004406670717100733,0.030808161441429217
15112,0.9437047789684793,0.00837076020270825,0.04792446082881252
15113,0.8454723668123569,0.061298090853737455,0.09322954233390551
15114,0.7815081495517202,0.009510773160699381,0.20898107728758034
15115,0.7503158406410135,0.022697487814506753,0.22698667154447974
15116,0.7081633146926386,0.01918072720750214,0.27265595809985915
15117,0.9606527777777777,0.005,0.034347222222222216
15118,0.018071428571428575,0.009940476190476189,0.9719880952380952
15119,0.865521406355093,0.03479525561989264,0.09968333802501421
15120,0.9452822569767392,0.0009126773582871639,0.05380506566497385
15121,0.9224391086073852,0.006610370310207624,0.07095052108240715
15122,0.9353263691855424,0.005792641325536063,0.058880989488921474
15123,0.8418715728715729,0.021,0.1371284271284271
15124,0.9094571704638436,0.005145536781870758,0.08539729275428581
15125,0.4510354853479852,0.19912225274725276,0.34984226190476186
15126,0.20372070984570986,0.013916666666666666,0.7823626234876234
15127,0.8921997698854476,0.018650040806046816,0.08915018930850546
15128,0.677154063553884,0.018594155842585485,0.30425178060353064
15129,0.6499057829687322,0.06007280733974972,0.2900214096915178
15130,0.5057440358660382,0.005349850809889173,0.4889061133240725
15131,0.9438495380425348,0.007286618949136418,0.04886384300832861
15132,0.020375,0.020541666666666666,0.9590833333333333
15133,0.9100969303786028,0.010867492781393002,0.07903557684000388
15134,0.06621668636536591,0.016166666666666666,0.9176166469679674
15135,0.3666492166441346,0.009880952380952381,0.623469830974913
15136,0.6891608145580753,0.03461953104345363,0.27621965439847096
15137,0.8939218039451123,0.0006952538069818092,0.10538294224790581
15138,0.9418818097213004,0.0014944494618009973,0.056623740816898555
15139,0.051059633338315175,0.024083333333333335,0.9248570333283513
15140,0.8593629059125315,0.0383455055659087,0.10229158852155987
15141,0.42572650821459257,0.043549512030495556,0.5307239797549119
15142,0.3671770833333333,0.055319940476190495,0.5775029761904764
15143,0.8970681510931579,0.01501423253190599,0.0879176163749365
15144,0.8669112280801676,0.019238553515038625,0.11385021840479417
15145,0.7916480134888328,0.11216630073584112,0.09618568577532609
15146,0.8569314566614153,0.029286111236022837,0.11378243210256167
15147,0.9154116699938285,0.011697560690433895,0.07289076931573771
15148,0.9503352314267016,0.01021192737962591,0.03945284119367263
15149,0.884747374547431,0.012256632241232685,0.10299599321133622
15150,0.12466096336448476,0.01486695315133131,0.8604720834841842
15151,0.20075901102885424,0.03797222222222222,0.7612687667489236
15152,0.830968298640868,0.031182688062384032,0.13784901329674779
15153,0.9500699156515988,0.004498754606939738,0.04543132974146116
15154,0.9562859318269468,0.004224360499424793,0.039489707673628624
15155,0.7444762016322088,0.025285422570910928,0.23023837579687995
15156,0.5137477023346332,0.0194489516242565,0.4668033460411102
15157,0.6684788279488747,0.007316535811355069,0.3242046362397703
15158,0.8742303749780738,0.005781177933992855,0.11998844708793309
15159,0.3092142857142858,0.01636904761904762,0.6744166666666667
15160,0.9005646571419716,0.010175809360080577,0.08925953349794742
15161,0.0862291880934446,0.007839285714285715,0.9059315261922695
15162,0.4947278025008868,0.007996022616234656,0.49727617488287845
15163,0.8815366429224082,0.006761285080017668,0.11170207199757407
15164,0.9580379674181398,0.01703009161137491,0.02493194097048518
15165,0.1907449500894623,0.03791927990708479,0.7713357700034532
15166,0.034666666666666665,0.00125,0.9640833333333333
15167,0.8958987614156193,0.01624347770344882,0.0878577608809321
15168,0.9081916035115606,0.0014644633210607618,0.09034393316737853
15169,0.9174267366766545,0.021552761965786763,0.06102050135755849
15170,0.8531553011243866,0.014753379910180532,0.1320913189654326
15171,0.8934991251729122,0.021196977317036306,0.0853038975100518
15172,0.9066849578413635,0.010986977966101073,0.08232806419253569
15173,0.7969963200925599,0.019793421056423243,0.1832102588510169
15174,0.769212361189767,0.07000603215247604,0.16078160665775723
15175,0.38520965045592703,0.031224670719351574,0.5835656788247213
15176,0.5959801966132589,0.025997776551310095,0.378022026835431
15177,0.8169010000491425,0.002080513784461153,0.18101848616639635
15178,0.14668349652818757,0.036294640265163484,0.8170218632066488
15179,0.7772337968468374,0.022919200119292254,0.19984700303387004
15180,0.9037718643199328,0.010056411474262845,0.08617172420580435
15181,0.40594374144374146,0.06181654456654456,0.532239713989714
15182,0.8018022297635109,0.032153780739948214,0.16604398949654114
15183,0.6802223307864724,0.014514240045625888,0.3052634291679017
15184,0.8467436246105174,0.017014790764790767,0.1362415846246915
15185,0.36940389082462255,0.08387308626333015,0.5467230229120474
15186,0.8411055660888945,0.040973892481057365,0.11792054143004822
15187,0.7540624064091045,0.005166666666666666,0.2407709269242288
